galaxy_id,JPAS3518,error_JPAS3518,JPAS3785,error_JPAS3785,JPAS3900,error_JPAS3900,JPAS4000,error_JPAS4000,JPAS4100,error_JPAS4100,JPAS4200,error_JPAS4200,JPAS4300,error_JPAS4300,JPAS4400,error_JPAS4400,JPAS4500,error_JPAS4500,JPAS4600,error_JPAS4600,JPAS4700,error_JPAS4700,JPAS4800,error_JPAS4800,JPAS4900,error_JPAS4900,JPAS5000,error_JPAS5000,JPAS5100,error_JPAS5100,JPAS5200,error_JPAS5200,JPAS5300,error_JPAS5300,JPAS5400,error_JPAS5400,JPAS5500,error_JPAS5500,JPAS5600,error_JPAS5600,JPAS5700,error_JPAS5700,JPAS5800,error_JPAS5800,JPAS5900,error_JPAS5900,JPAS6000,error_JPAS6000,JPAS6100,error_JPAS6100,JPAS6200,error_JPAS6200,JPAS6300,error_JPAS6300,JPAS6400,error_JPAS6400,JPAS6500,error_JPAS6500,JPAS6600,error_JPAS6600,JPAS6700,error_JPAS6700,JPAS6800,error_JPAS6800,JPAS6900,error_JPAS6900,JPAS7000,error_JPAS7000,JPAS7100,error_JPAS7100,JPAS7200,error_JPAS7200,JPAS7300,error_JPAS7300,JPAS7400,error_JPAS7400,JPAS7500,error_JPAS7500,JPAS7600,error_JPAS7600,JPAS7700,error_JPAS7700,JPAS7800,error_JPAS7800,JPAS7900,error_JPAS7900,JPAS8000,error_JPAS8000,JPAS8100,error_JPAS8100,JPAS8200,error_JPAS8200,JPAS8300,error_JPAS8300,JPAS8400,error_JPAS8400,JPAS8500,error_JPAS8500,JPAS8600,error_JPAS8600,JPAS8700,error_JPAS8700,JPAS8800,error_JPAS8800,JPAS8900,error_JPAS8900,JPAS9000,error_JPAS9000,JPAS9100,error_JPAS9100,JPAS10069,error_JPAS10069,uj_JPAS,error_uj_JPAS,g_JPAS,error_g_JPAS,r_JPAS,error_r_JPAS,redshift
11,2.548E-42,5.9E-44,3.297E-42,1.25E-43,4.56E-42,1.51E-43,6.265E-42,1.9E-43,6.271E-42,2.02E-43,7.1E-42,2.16E-43,9.023E-42,2.83E-43,1.1762E-41,3.25E-43,1.3126E-41,3.74E-43,1.5098E-41,4.32E-43,1.6615E-41,4.6E-43,1.8574E-41,5.13E-43,2.4172E-41,6.46E-43,2.7754E-41,6.91E-43,2.9712E-41,6.84E-43,3.4365E-41,7.6E-43,3.7164E-41,7.88E-43,4.0786E-41,9.77E-43,4.8453E-41,1.026E-42,5.6509E-41,1.197E-42,6.5602E-41,1.33E-42,7.786E-41,1.506E-42,8.5373E-41,1.415E-42,1.1039E-40,1.83E-42,1.2733E-40,2.11E-42,1.3757E-40,2.281E-42,1.5126E-40,2.508E-42,1.514E-40,2.51E-42,1.6252E-40,2.695E-42,1.9486E-40,2.871E-42,2.0536E-40,3.027E-42,2.2435E-40,3.513E-42,2.4941E-40,3.676E-42,2.7197E-40,3.757E-42,2.7882E-40,4.365E-42,2.9223E-40,4.575E-42,2.9249E-40,4.58E-42,3.3092E-40,4.877E-42,3.3831E-40,5.297E-42,3.5101E-40,5.172E-42,3.8135E-40,5.619E-42,3.9239E-40,5.783E-42,4.1891E-40,6.173E-42,4.4475E-40,6.554E-42,4.6229E-40,6.813E-42,4.7524E-40,7.004E-42,5.2062E-40,7.672E-42,5.2932E-40,8.287E-42,5.4969E-40,8.607E-42,6.0217E-40,9.428E-42,6.2247E-40,9.173E-42,6.358E-40,9.955E-42,6.5421E-40,1.0846E-41,6.9394E-40,1.0866E-41,7.3269E-40,1.0123E-41,8.1231E-40,5.985E-42,4.224E-42,8.1E-44,2.3319E-41,1.93E-43,1.409E-40,7.79E-43,0.05
12,2.264E-42,1.67E-43,3.412E-42,3.39E-43,6.274E-42,4.9E-43,1.1373E-41,7.12E-43,1.1821E-41,7.95E-43,1.4239E-41,8.66E-43,2.2216E-41,1.166E-42,3.2231E-41,1.455E-42,3.6666E-41,1.485E-42,4.992E-41,1.977E-42,5.7952E-41,2.189E-42,6.697E-41,2.468E-42,9.0007E-41,2.818E-42,1.0683E-40,3.149E-42,1.1227E-40,3.62E-42,1.2186E-40,4.153E-42,1.5455E-40,4.556E-42,1.656E-40,5.033E-42,1.9782E-40,5.831E-42,2.2629E-40,6.253E-42,2.4744E-40,6.609E-42,2.7687E-40,7.395E-42,3.1324E-40,6.924E-42,4.511E-40,9.14E-42,5.4837E-40,1.0606E-41,6.0405E-40,1.224E-41,6.6233E-40,1.281E-41,6.9482E-40,1.4719E-41,7.6608E-40,1.6228E-41,9.7336E-40,1.8826E-41,1.1269E-39,1.972E-41,1.1975E-39,2.2059E-41,1.3523E-39,2.3665E-41,1.4611E-39,2.4223E-41,1.567E-39,2.5979E-41,1.7261E-39,2.7027E-41,1.768E-39,2.7683E-41,2.0113E-39,3.3344E-41,2.081E-39,3.2583E-41,2.1551E-39,3.3745E-41,2.2094E-39,3.2559E-41,2.3631E-39,3.4824E-41,2.6587E-39,4.4078E-41,2.841E-39,4.4484E-41,3.0163E-39,4.7228E-41,3.2891E-39,5.1499E-41,3.4664E-39,5.7467E-41,3.4856E-39,5.7787E-41,3.8219E-39,5.2801E-41,4.206E-39,6.5857E-41,4.312E-39,6.3543E-41,4.5653E-39,7.1482E-41,4.7149E-39,6.9482E-41,5.0521E-39,7.9105E-41,5.4786E-39,7.569E-41,6.2269E-39,4.0146E-41,6.176E-42,2.45E-43,8.5011E-41,9.4E-43,6.4845E-40,4.18E-42,0.05
13,1.68E-43,2.8E-45,3.21E-43,7.0E-45,4.85E-43,9.8E-45,7.02E-43,1.3E-44,8.14E-43,1.4E-44,9.87E-43,1.5E-44,1.351E-42,1.8E-44,1.837E-42,2.0E-44,2.197E-42,2.7E-44,2.735E-42,3.2E-44,3.252E-42,3.9E-44,3.932E-42,4.3E-44,4.763E-42,4.8E-44,5.612E-42,5.2E-44,6.372E-42,5.9E-44,7.084E-42,5.9E-44,8.18E-42,6.7E-44,8.837E-42,7.3E-44,1.0315E-41,8.5E-44,1.2299E-41,9.1E-44,1.5187E-41,1.12E-43,1.8548E-41,1.19E-43,2.1315E-41,1.37E-43,2.8806E-41,1.86E-43,3.4284E-41,1.89E-43,3.78E-41,2.09E-43,4.4004E-41,2.44E-43,4.7938E-41,2.65E-43,5.1367E-41,2.84E-43,6.2443E-41,3.45E-43,7.2359E-41,3.34E-43,8.1487E-41,3.76E-43,9.0508E-41,4.16E-43,9.7699E-41,4.5E-43,1.0683E-40,4.92E-43,1.1746E-40,4.33E-43,1.2142E-40,5.59E-43,1.3928E-40,6.42E-43,1.4584E-40,6.71E-43,1.5685E-40,5.77E-43,1.6592E-40,7.64E-43,1.7583E-40,6.47E-43,1.9692E-40,7.26E-43,2.1731E-40,8.0E-43,2.3221E-40,8.56E-43,2.4722E-40,9.11E-43,2.6564E-40,9.78E-43,2.8203E-40,1.038E-42,2.9915E-40,1.101E-42,3.2381E-40,1.193E-42,3.4697E-40,1.278E-42,3.5505E-40,1.307E-42,3.7488E-40,1.382E-42,4.0503E-40,1.492E-42,4.34E-40,1.599E-42,5.132E-40,9.46E-43,4.39E-43,4.2E-45,4.703E-42,1.7E-44,4.2647E-41,7.8E-44,0.05
14,2.763E-42,9.0E-44,4.896E-42,2.03E-43,6.325E-42,2.86E-43,7.854E-42,3.25E-43,9.417E-42,3.91E-43,1.0459E-41,4.43E-43,1.288E-41,4.99E-43,1.6869E-41,5.9E-43,2.064E-41,6.66E-43,2.3545E-41,7.6E-43,2.8125E-41,8.03E-43,2.9723E-41,8.76E-43,3.473E-41,9.6E-43,3.9327E-41,9.6E-43,4.4166E-41,9.6E-43,5.0664E-41,1.4E-42,5.7477E-41,1.483E-42,6.2215E-41,1.604E-42,6.5267E-41,1.743E-42,8.1263E-41,2.02E-42,1.0278E-40,2.272E-42,1.2042E-40,2.662E-42,1.375E-40,3.04E-42,1.8378E-40,3.386E-42,2.0151E-40,3.712E-42,2.2238E-40,4.3E-42,2.5392E-40,4.444E-42,2.6466E-40,4.631E-42,2.6588E-40,4.652E-42,3.2411E-40,5.374E-42,3.677E-40,5.419E-42,4.0504E-40,6.715E-42,4.4085E-40,6.903E-42,4.6121E-40,7.221E-42,5.1748E-40,7.626E-42,5.4237E-40,8.492E-42,5.374E-40,8.415E-42,6.0297E-40,9.997E-42,6.3899E-40,1.0594E-41,6.9742E-40,1.092E-41,7.2426E-40,1.1341E-41,7.2961E-40,1.2096E-41,7.8468E-40,1.2287E-41,8.9103E-40,1.313E-41,9.495E-40,1.4866E-41,9.8968E-40,1.4585E-41,1.0527E-39,1.5512E-41,1.0952E-39,1.6139E-41,1.1822E-39,1.7422E-41,1.2368E-39,1.8225E-41,1.2856E-39,1.8944E-41,1.3624E-39,2.0076E-41,1.4057E-39,1.942E-41,1.4801E-39,2.1811E-41,1.5541E-39,2.4334E-41,1.8076E-39,1.1653E-41,5.53E-42,1.37E-43,3.489E-41,3.53E-43,2.3632E-40,1.523E-42,0.05
15,3.31E-43,2.8E-45,4.95E-43,4.2E-45,8.58E-43,7.0E-45,1.476E-42,9.8E-45,1.519E-42,9.8E-45,1.603E-42,1.1E-44,2.727E-42,1.5E-44,3.926E-42,1.8E-44,4.52E-42,2.1E-44,5.618E-42,2.5E-44,6.711E-42,3.1E-44,7.798E-42,2.9E-44,1.0308E-41,3.8E-44,1.1781E-41,4.3E-44,1.2882E-41,4.8E-44,1.4481E-41,5.3E-44,1.6427E-41,6.0E-44,1.7897E-41,6.6E-44,2.214E-41,6.2E-44,2.3811E-41,6.6E-44,2.6374E-41,7.3E-44,2.9026E-41,8.0E-44,3.1448E-41,8.7E-44,4.6087E-41,1.28E-43,5.6701E-41,1.57E-43,6.217E-41,1.72E-43,6.7855E-41,1.25E-43,7.0013E-41,1.29E-43,7.8268E-41,1.44E-43,9.3237E-41,1.72E-43,1.0754E-40,1.98E-43,1.1945E-40,2.2E-43,1.3049E-40,2.41E-43,1.3918E-40,3.84E-43,1.5024E-40,2.76E-43,1.6218E-40,2.98E-43,1.6764E-40,3.08E-43,1.8365E-40,3.38E-43,1.8879E-40,3.48E-43,1.9952E-40,3.67E-43,2.0511E-40,3.78E-43,2.1418E-40,3.95E-43,2.4165E-40,4.46E-43,2.6399E-40,4.86E-43,2.7668E-40,5.1E-43,2.8866E-40,5.31E-43,3.0703E-40,5.66E-43,3.1944E-40,5.89E-43,3.3511E-40,6.18E-43,3.5841E-40,6.6E-43,3.8334E-40,7.06E-43,3.9011E-40,7.19E-43,4.0363E-40,7.44E-43,4.329E-40,7.97E-43,4.5665E-40,8.41E-43,5.2046E-40,4.79E-43,8.31E-43,4.2E-45,9.576E-42,8.4E-45,6.522E-41,6.0E-44,0.05
16,1.9736E-41,1.1E-43,2.5826E-41,1.9E-43,3.2007E-41,2.35E-43,4.1044E-41,3.03E-43,4.3337E-41,3.2E-43,4.8268E-41,3.56E-43,6.2237E-41,4.01E-43,7.5034E-41,4.83E-43,8.4734E-41,5.47E-43,9.8007E-41,6.32E-43,1.1139E-40,6.15E-43,1.2441E-40,6.88E-43,1.4711E-40,8.13E-43,1.622E-40,1.045E-42,1.759E-40,9.73E-43,1.9251E-40,1.064E-42,2.1225E-40,1.173E-42,2.2556E-40,1.247E-42,2.6721E-40,1.477E-42,3.0259E-40,1.672E-42,3.764E-40,1.733E-42,4.5046E-40,2.074E-42,4.9301E-40,2.27E-42,6.5051E-40,2.996E-42,7.462E-40,2.75E-42,7.8353E-40,2.887E-42,8.8564E-40,3.262E-42,9.2823E-40,3.419E-42,9.5073E-40,4.378E-42,1.1139E-39,4.104E-42,1.2316E-39,4.537E-42,1.3417E-39,4.942E-42,1.439E-39,5.301E-42,1.5068E-39,5.55E-42,1.5866E-39,5.845E-42,1.686E-39,6.212E-42,1.6736E-39,6.166E-42,1.8589E-39,6.848E-42,1.8952E-39,6.983E-42,2.001E-39,7.372E-42,2.0571E-39,7.578E-42,2.105E-39,7.755E-42,2.2869E-39,8.426E-42,2.4961E-39,9.195E-42,2.5873E-39,9.532E-42,2.7068E-39,9.972E-42,2.8187E-39,1.0385E-41,2.9326E-39,1.0804E-41,3.068E-39,1.1303E-41,3.2304E-39,1.1901E-41,3.3764E-39,1.244E-41,3.4455E-39,1.2694E-41,3.588E-39,1.3218E-41,3.8059E-39,1.4021E-41,4.0073E-39,1.4764E-41,4.4387E-39,8.177E-42,3.0093E-41,1.11E-43,1.3908E-40,2.56E-43,8.25E-40,2.56E-43,0.05
17,4.1422E-41,1.9E-43,5.4254E-41,4.0E-43,6.6686E-41,4.92E-43,8.3568E-41,5.38E-43,8.9544E-41,6.6E-43,9.9917E-41,6.45E-43,1.2304E-40,7.93E-43,1.4888E-40,9.6E-43,1.7094E-40,1.101E-42,1.9518E-40,1.079E-42,2.1639E-40,1.195E-42,2.4057E-40,1.33E-42,2.8083E-40,1.551E-42,3.082E-40,1.703E-42,3.3607E-40,1.857E-42,3.6111E-40,1.995E-42,3.9304E-40,2.172E-42,4.1921E-40,2.316E-42,4.8622E-40,2.239E-42,5.655E-40,2.604E-42,7.1258E-40,3.282E-42,8.6863E-40,3.2E-42,9.5331E-40,4.39E-42,1.2326E-39,4.542E-42,1.3856E-39,5.105E-42,1.4616E-39,5.385E-42,1.6613E-39,6.121E-42,1.7125E-39,6.309E-42,1.7236E-39,6.349E-42,2.0251E-39,7.46E-42,2.2266E-39,8.203E-42,2.3902E-39,8.806E-42,2.5424E-39,9.366E-42,2.6769E-39,9.862E-42,2.8342E-39,1.0441E-41,2.9569E-39,1.0894E-41,2.9003E-39,1.0685E-41,3.2452E-39,1.1956E-41,3.3484E-39,1.2336E-41,3.5224E-39,1.2977E-41,3.5747E-39,1.317E-41,3.6647E-39,1.3502E-41,4.0035E-39,1.4749E-41,4.2661E-39,1.5717E-41,4.4344E-39,1.6336E-41,4.6008E-39,1.695E-41,4.8132E-39,1.7732E-41,5.0169E-39,1.8483E-41,5.186E-39,1.9107E-41,5.4605E-39,2.0117E-41,5.7708E-39,2.126E-41,5.8889E-39,2.1695E-41,6.0539E-39,2.2303E-41,6.4333E-39,2.3702E-41,6.6871E-39,2.4636E-41,7.3525E-39,1.3544E-41,6.2293E-41,2.3E-43,2.6524E-40,4.89E-43,1.5221E-39,2.804E-42,0.05
18,4.0353E-41,1.078E-42,5.6635E-41,2.138E-42,7.3027E-41,2.825E-42,1.0643E-40,3.138E-42,1.1865E-40,3.716E-42,1.239E-40,3.994E-42,1.6791E-40,4.95E-42,2.015E-40,5.939E-42,2.4859E-40,6.183E-42,2.6588E-40,6.857E-42,2.945E-40,7.865E-42,3.5406E-40,9.131E-42,4.2686E-40,1.0222E-41,4.8784E-40,1.1683E-41,5.5193E-40,1.22E-41,6.17E-40,1.1933E-41,7.2558E-40,1.4702E-41,7.7105E-40,1.5623E-41,8.9019E-40,1.8038E-41,1.0468E-39,2.0247E-41,1.2761E-39,2.1155E-41,1.4531E-39,2.409E-41,1.5384E-39,2.5505E-41,1.9547E-39,3.4207E-41,2.2094E-39,3.663E-41,2.2567E-39,3.7413E-41,2.5461E-39,3.9867E-41,2.7032E-39,4.2326E-41,2.7995E-39,4.3834E-41,3.256E-39,5.098E-41,3.3813E-39,4.9829E-41,3.6566E-39,5.0518E-41,3.9399E-39,5.806E-41,4.3922E-39,6.8772E-41,4.6632E-39,6.872E-41,4.8204E-39,7.1036E-41,4.8115E-39,6.6473E-41,5.2952E-39,7.8033E-41,5.6323E-39,8.3E-41,6.0685E-39,8.943E-41,6.2789E-39,9.2529E-41,6.4548E-39,9.5122E-41,6.8215E-39,1.0053E-40,7.1562E-39,1.1205E-40,7.5768E-39,1.1863E-40,7.9046E-39,1.2377E-40,8.3384E-39,1.3056E-40,8.5878E-39,1.3446E-40,8.943E-39,1.4003E-40,9.5914E-39,1.4134E-40,1.024E-38,1.509E-40,1.0363E-38,1.5271E-40,1.0762E-38,1.685E-40,1.0952E-38,1.6139E-40,1.1606E-38,1.8172E-40,1.3686E-38,8.8238E-41,7.143E-41,1.184E-42,4.2764E-40,3.152E-42,2.4092E-39,3.152E-42,0.05
19,2.12E-43,1.4E-45,3.6E-43,4.2E-45,5.7E-43,5.6E-45,8.8E-43,7.0E-45,9.57E-43,7.0E-45,1.089E-42,8.4E-45,1.648E-42,1.1E-44,2.325E-42,1.3E-44,2.766E-42,1.5E-44,3.4E-42,1.8E-44,4.163E-42,2.24E-44,4.829E-42,2.7E-44,6.32E-42,2.9E-44,7.383E-42,3.4E-44,8.331E-42,3.1E-44,9.408E-42,4.3E-44,1.0625E-41,4.9E-44,1.1564E-41,5.3E-44,1.4411E-41,5.3E-44,1.608E-41,4.5E-44,1.8583E-41,6.9E-44,2.116E-41,7.8E-44,2.3264E-41,8.5E-44,3.3596E-41,9.2E-44,4.1257E-41,1.14E-43,4.5782E-41,1.26E-43,5.118E-41,1.42E-43,5.3839E-41,1.49E-43,6.002E-41,1.65E-43,7.3029E-41,2.02E-43,8.5329E-41,1.57E-43,9.5389E-41,1.75E-43,1.0634E-40,1.96E-43,1.1542E-40,2.13E-43,1.2668E-40,2.34E-43,1.3788E-40,2.54E-43,1.4398E-40,2.65E-43,1.6169E-40,2.98E-43,1.6761E-40,3.08E-43,1.8076E-40,3.34E-43,1.8893E-40,3.48E-43,1.9911E-40,3.67E-43,2.2547E-40,4.15E-43,2.486E-40,4.58E-43,2.6418E-40,4.86E-43,2.7842E-40,5.13E-43,2.9916E-40,5.51E-43,3.147E-40,5.8E-43,3.335E-40,6.14E-43,3.6066E-40,6.64E-43,3.8859E-40,7.16E-43,3.9838E-40,7.34E-43,4.1562E-40,7.65E-43,4.5154E-40,8.32E-43,4.825E-40,8.88E-43,5.6637E-40,5.21E-43,5.27E-43,2.8E-45,6.114E-42,1.1E-44,4.983E-41,4.6E-44,0.05
20,3.4626E-41,2.23E-43,4.9226E-41,4.54E-43,6.4535E-41,5.35E-43,8.3215E-41,6.9E-43,9.0241E-41,7.48E-43,1.0088E-40,8.37E-43,1.2888E-40,9.5E-43,1.5827E-40,1.166E-42,1.8105E-40,1.334E-42,2.137E-40,1.575E-42,2.4311E-40,1.568E-42,2.6829E-40,1.729E-42,3.1813E-40,2.052E-42,3.6025E-40,1.991E-42,3.9066E-40,2.518E-42,4.2638E-40,2.75E-42,4.7185E-40,3.042E-42,4.9912E-40,3.217E-42,5.8318E-40,3.223E-42,6.7952E-40,3.755E-42,8.5704E-40,4.736E-42,1.0447E-39,4.81E-42,1.1561E-39,5.324E-42,1.5129E-39,6.967E-42,1.7132E-39,7.89E-42,1.8139E-39,8.353E-42,2.0768E-39,7.651E-42,2.2029E-39,8.116E-42,2.2172E-39,8.168E-42,2.6218E-39,9.659E-42,2.9121E-39,1.0728E-41,3.129E-39,1.1527E-41,3.3713E-39,1.2421E-41,3.5892E-39,1.3223E-41,3.8353E-39,1.4129E-41,4.042E-39,1.4892E-41,4.0346E-39,1.4864E-41,4.4895E-39,1.654E-41,4.6409E-39,1.7097E-41,4.882E-39,1.7986E-41,5.0188E-39,1.849E-41,5.2408E-39,1.9308E-41,5.699E-39,2.0996E-41,6.1745E-39,2.2747E-41,6.4477E-39,2.3753E-41,6.7267E-39,2.4782E-41,7.0567E-39,2.5998E-41,7.3757E-39,2.7173E-41,7.6243E-39,2.8089E-41,8.1246E-39,2.9932E-41,8.5704E-39,3.1574E-41,8.6896E-39,4.0017E-41,9.049E-39,3.3338E-41,9.6162E-39,3.5428E-41,1.0079E-38,3.7132E-41,1.1319E-38,2.085E-41,5.8857E-41,2.7E-43,3.0381E-40,5.59E-43,1.9258E-39,3.547E-42,0.05
21,3.048E-42,2.72E-43,5.496E-42,5.21E-43,8.964E-42,8.0E-43,9.578E-42,9.18E-43,9.64E-42,1.048E-42,1.2732E-41,1.114E-42,1.871E-41,1.327E-42,2.6625E-41,1.618E-42,2.8397E-41,1.778E-42,3.3797E-41,2.304E-42,3.8983E-41,2.477E-42,4.2587E-41,2.627E-42,5.8301E-41,3.597E-42,5.5986E-41,3.404E-42,6.9387E-41,3.963E-42,8.8569E-41,4.16E-42,9.3085E-41,4.715E-42,1.0067E-40,4.822E-42,1.2282E-40,5.544E-42,1.3368E-40,6.033E-42,1.7672E-40,6.51E-42,2.0935E-40,8.291E-42,2.4148E-40,8.674E-42,3.0317E-40,1.061E-41,3.6015E-40,1.2937E-41,4.0261E-40,1.372E-41,4.6567E-40,1.5012E-41,4.9213E-40,1.4957E-41,5.1013E-40,1.5975E-41,6.5778E-40,1.8175E-41,7.0612E-40,2.0812E-41,8.085E-40,2.1595E-41,8.4116E-40,2.3242E-41,8.6234E-40,2.5415E-41,9.8283E-40,2.8062E-41,9.8828E-40,2.8218E-41,1.0292E-39,2.9384E-41,1.2147E-39,3.2446E-41,1.3136E-39,3.2667E-41,1.4958E-39,3.8575E-41,1.4604E-39,3.9008E-41,1.4958E-39,3.8575E-41,1.6386E-39,4.3768E-41,1.7704E-39,4.4027E-41,1.8953E-39,4.7133E-41,1.9993E-39,5.5243E-41,2.2064E-39,5.4868E-41,2.3382E-39,5.5992E-41,2.3795E-39,5.479E-41,2.4985E-39,6.4433E-41,2.6945E-39,6.4526E-41,2.6163E-39,6.5061E-41,2.9166E-39,7.7902E-41,3.1833E-39,7.623E-41,3.4173E-39,8.498E-41,3.8413E-39,4.2455E-41,6.583E-42,3.46E-43,5.4561E-41,9.54E-43,4.4267E-40,4.892E-42,0.05
22,2.2984E-41,1.228E-42,3.1727E-41,2.513E-42,4.4323E-41,3.388E-42,6.1465E-41,3.793E-42,6.6225E-41,4.086E-42,6.9346E-41,4.343E-42,9.6343E-41,5.59E-42,1.2377E-40,6.498E-42,1.4894E-40,8.094E-42,1.7825E-40,9.03E-42,1.917E-40,9.534E-42,2.2071E-40,9.554E-42,2.8538E-40,1.2617E-41,3.0467E-40,1.403E-41,3.4788E-40,1.602E-41,3.9868E-40,1.7258E-41,4.4733E-40,1.8129E-41,5.1979E-40,1.9628E-41,5.7574E-40,2.068E-41,6.2492E-40,2.0721E-41,7.9474E-40,2.7083E-41,9.3891E-40,3.2862E-41,1.0711E-39,3.3541E-41,1.3275E-39,4.157E-41,1.4704E-39,4.7399E-41,1.7499E-39,4.8353E-41,1.8426E-39,5.4306E-41,1.8223E-39,5.3709E-41,1.9908E-39,5.6841E-41,2.3935E-39,6.6134E-41,2.6535E-39,7.0876E-41,2.7304E-39,7.5443E-41,3.072E-39,8.2053E-41,3.2978E-39,8.201E-41,3.6968E-39,9.1931E-41,3.7036E-39,9.8923E-41,3.5994E-39,9.6139E-41,4.2719E-39,1.0623E-40,4.4038E-39,1.1762E-40,4.7405E-39,1.2225E-40,4.802E-39,1.2826E-40,5.3092E-39,1.467E-40,5.9405E-39,1.3679E-40,6.0343E-39,1.3894E-40,6.7023E-39,1.5433E-40,6.8965E-39,1.6515E-40,6.9538E-39,1.6652E-40,7.3219E-39,1.8882E-40,7.8963E-39,1.8909E-40,8.0431E-39,1.9261E-40,8.7544E-39,2.0158E-40,9.0997E-39,2.2629E-40,9.4151E-39,2.3413E-40,9.6344E-39,2.3959E-40,1.0419E-38,2.591E-40,1.1952E-38,1.2109E-40,4.1631E-41,1.572E-42,2.7004E-40,3.482E-42,1.7259E-39,1.7487E-41,0.05
23,6.033E-42,6.2E-44,9.928E-42,1.28E-43,1.3845E-41,1.65E-43,1.8797E-41,2.07E-43,2.0858E-41,2.31E-43,2.3926E-41,2.65E-43,3.1367E-41,3.18E-43,4.0484E-41,3.73E-43,4.7389E-41,3.73E-43,5.64E-41,3.73E-43,6.4695E-41,5.37E-43,7.5732E-41,6.28E-43,8.9387E-41,7.41E-43,1.0235E-40,7.54E-43,1.1484E-40,8.46E-43,1.2767E-40,9.4E-43,1.4457E-40,9.32E-43,1.5448E-40,1.138E-42,1.7623E-40,1.136E-42,2.0916E-40,1.348E-42,2.5732E-40,1.659E-42,3.1022E-40,1.714E-42,3.484E-40,1.925E-42,4.5549E-40,2.517E-42,5.3416E-40,2.459E-42,5.8247E-40,2.682E-42,6.6754E-40,3.074E-42,7.0741E-40,3.258E-42,7.3667E-40,3.393E-42,8.8405E-40,4.071E-42,1.0057E-39,4.631E-42,1.1119E-39,5.12E-42,1.217E-39,4.483E-42,1.3064E-39,4.813E-42,1.4076E-39,5.186E-42,1.5138E-39,6.971E-42,1.5534E-39,5.723E-42,1.7623E-39,6.492E-42,1.8318E-39,6.749E-42,1.9502E-39,7.184E-42,2.0553E-39,9.464E-42,2.1581E-39,7.951E-42,2.3751E-39,8.75E-42,2.5779E-39,9.498E-42,2.737E-39,1.0084E-41,2.8819E-39,1.0618E-41,3.0738E-39,1.1324E-41,3.2425E-39,1.1946E-41,3.4078E-39,1.2554E-41,3.6482E-39,1.344E-41,3.8768E-39,1.4282E-41,3.9489E-39,1.4548E-41,4.1388E-39,1.5248E-41,4.4348E-39,1.6339E-41,4.7302E-39,1.7427E-41,5.4863E-39,1.0106E-41,1.2476E-41,8.0E-44,8.7271E-41,2.41E-43,6.2932E-40,1.159E-42,0.05
24,4.0405E-41,3.35E-43,5.082E-41,7.02E-43,6.2464E-41,8.63E-43,7.835E-41,1.082E-42,8.5434E-41,1.18E-42,9.5947E-41,1.237E-42,1.1935E-40,1.43E-42,1.401E-40,1.677E-42,1.6012E-40,1.77E-42,1.8098E-40,1.833E-42,2.012E-40,2.409E-42,2.2001E-40,2.431E-42,2.5777E-40,2.849E-42,2.829E-40,3.126E-42,3.0707E-40,2.828E-42,3.3422E-40,3.386E-42,3.5517E-40,3.925E-42,3.8057E-40,4.207E-42,4.4672E-40,4.526E-42,5.2776E-40,5.347E-42,6.7241E-40,5.574E-42,7.9585E-40,6.597E-42,8.7264E-40,8.038E-42,1.1304E-39,9.37E-42,1.2672E-39,1.0504E-41,1.3293E-39,1.102E-41,1.5095E-39,1.1122E-41,1.5777E-39,1.1625E-41,1.5633E-39,1.0078E-41,1.8435E-39,1.1886E-41,2.0176E-39,1.4866E-41,2.1559E-39,1.5885E-41,2.2995E-39,1.6943E-41,2.4167E-39,1.7808E-41,2.5753E-39,1.8976E-41,2.6744E-39,1.9706E-41,2.6063E-39,1.9205E-41,2.8842E-39,1.8595E-41,2.9352E-39,2.1628E-41,3.0202E-39,2.2254E-41,3.1364E-39,2.5998E-41,3.2661E-39,2.4066E-41,3.5386E-39,2.6074E-41,3.7639E-39,2.7733E-41,3.8979E-39,2.8721E-41,4.0293E-39,2.969E-41,4.2583E-39,3.1376E-41,4.4059E-39,3.2464E-41,4.605E-39,3.8173E-41,4.8488E-39,4.0193E-41,5.054E-39,4.1895E-41,5.1432E-39,4.2633E-41,5.2922E-39,4.3868E-41,5.5518E-39,4.0907E-41,5.7867E-39,4.7968E-41,6.3684E-39,2.3462E-41,5.9215E-41,3.81E-43,2.4459E-40,9.01E-43,1.3869E-39,3.833E-42,0.05
